size	colour	x	y	clickSelects	key	fill
2	#00C094	0.697774234428969	0.54201315760905	United Arab Emirates	United Arab Emirates	#00C094
3.8	#A58AFF	0.23843636620539	0.793766419871029	Afghanistan	Afghanistan	#A58AFF
2.80498447189992	#C49A00	0.713199798141355	0.391547430358035	Albania	Albania	#C49A00
2.80498447189992	#C49A00	0.728875423960731	0.212204442321471	Armenia	Armenia	#C49A00
3.39427400463467	#FB61D7	0.25335838540142	0.734926286992205	Angola	Angola	#FB61D7
4.54558441227157	#53B400	0.710014356529204	0.314251905247845	Argentina	Argentina	#53B400
3.39427400463467	#C49A00	0.756042505693759	0.129155177280327	Austria	Austria	#C49A00
3.8	#F8766D	0.785802936694422	0.158575243719739	Australia	Australia	#F8766D
2	#53B400	0.752871505358303	0.21296437023688	Aruba	Aruba	#53B400
3.13841995766062	#C49A00	0.635406160717044	0.310018021147708	Azerbaijan	Azerbaijan	#C49A00
3.13841995766062	#C49A00	0.722541403995363	0.180396031005059	Bosnia and Herzegovina	Bosnia and Herzegovina	#C49A00
2	#53B400	0.749041906798814	0.170842651497058	Barbados	Barbados	#53B400
6.48196385527594	#A58AFF	0.488232829711544	0.645254792973924	Bangladesh	Bangladesh	#A58AFF
3.60996894379985	#C49A00	0.768249184837435	0.134800356080509	Belgium	Belgium	#C49A00
3.39427400463467	#FB61D7	0.349492444229025	0.720704778860977	Burkina Faso	Burkina Faso	#FB61D7
3.39427400463467	#C49A00	0.736314961660501	0.175836463512604	Bulgaria	Bulgaria	#C49A00
2	#00C094	0.716322914243558	0.487081225438044	Bahrain	Bahrain	#00C094
3.13841995766062	#FB61D7	0.357714851139129	0.675326226197972	Burundi	Burundi	#FB61D7
2.80498447189992	#FB61D7	0.332594630360891	0.715928089106976	Benin	Benin	#FB61D7
2	#F8766D	0.729453835095745	0.414236706689537	Brunei Darussalam	Brunei Darussalam	#F8766D
3.13841995766062	#53B400	0.437246002170069	0.552652148424778	Bolivia	Bolivia	#53B400
7.4	#53B400	0.601365031276956	0.395455631065853	Brazil	Brazil	#53B400
2	#53B400	0.682400355285811	0.277775365308205	Bahamas, The	Bahamas, The	#53B400
2	#A58AFF	0.349922642261111	0.664687235382244	Bhutan	Bhutan	#A58AFF
2	#FB61D7	0.569620064831451	0.628210695442604	Botswana	Botswana	#FB61D7
