size	colour	x	y	clickSelects	fill
2	#C49A00	NA	NA	Andorra	#C49A00
3.39427400463467	#00C094	NA	NA	United Arab Emirates	#00C094
4.66983145535444	#A58AFF	NA	NA	Afghanistan	#A58AFF
2	#53B400	NA	NA	Antigua and Barbuda	#53B400
2.80498447189992	#C49A00	NA	NA	Albania	#C49A00
2.80498447189992	#C49A00	NA	NA	Armenia	#C49A00
4.27683991532123	#FB61D7	NA	NA	Angola	#FB61D7
5.11769145362398	#53B400	NA	NA	Argentina	#53B400
2	#F8766D	NA	NA	American Samoa	#F8766D
3.39427400463467	#C49A00	NA	NA	Austria	#C49A00
4.27683991532123	#F8766D	NA	NA	Australia	#F8766D
2	#53B400	NA	NA	Aruba	#53B400
3.39427400463467	#C49A00	NA	NA	Azerbaijan	#C49A00
2.80498447189992	#C49A00	NA	NA	Bosnia and Herzegovina	#C49A00
2	#53B400	NA	NA	Barbados	#53B400
8.07749948580829	#A58AFF	NA	NA	Bangladesh	#A58AFF
3.60996894379985	#C49A00	NA	NA	Belgium	#C49A00
3.9718012070186	#FB61D7	NA	NA	Burkina Faso	#FB61D7
3.39427400463467	#C49A00	NA	NA	Bulgaria	#C49A00
2	#00C094	NA	NA	Bahrain	#00C094
3.60996894379985	#FB61D7	NA	NA	Burundi	#FB61D7
3.60996894379985	#FB61D7	NA	NA	Benin	#FB61D7
2	#00B6EB	NA	NA	Bermuda	#00B6EB
2	#F8766D	NA	NA	Brunei Darussalam	#F8766D
3.60996894379985	#53B400	NA	NA	Bolivia	#53B400
8.92473826220168	#53B400	NA	NA	Brazil	#53B400
2	#53B400	NA	NA	Bahamas, The	#53B400
2	#A58AFF	NA	NA	Bhutan	#A58AFF
2.80498447189992	#FB61D7	NA	NA	Botswana	#FB61D7
3.60996894379985	#C49A00	NA	NA	Belarus	#C49A00
2	#53B400	NA	NA	Belize	#53B400
4.90241278938748	#00B6EB	NA	NA	Canada	#00B6EB
5.9436024140372	#FB61D7	NA	NA	Congo, Dem. Rep.	#FB61D7
3.13841995766062	#FB61D7	NA	NA	Central African Republic	#FB61D7
3.13841995766062	#FB61D7	NA	NA	Congo, Rep.	#FB61D7
3.39427400463467	#C49A00	NA	NA	Switzerland	#C49A00
4.12978872191586	#FB61D7	NA	NA	Cote d'Ivoire	#FB61D7
3.9718012070186	#53B400	NA	NA	Chile	#53B400
4.27683991532123	#FB61D7	NA	NA	Cameroon	#FB61D7
20	#F8766D	NA	NA	China	#F8766D
5.41525987298185	#53B400	NA	NA	Colombia	#53B400
3.13841995766062	#53B400	NA	NA	Costa Rica	#53B400
3.60996894379985	#53B400	NA	NA	Cuba	#53B400
2	#FB61D7	NA	NA	Cape Verde	#FB61D7
2	#53B400	NA	NA	Curacao	#53B400
2	#C49A00	NA	NA	Cyprus	#C49A00
3.60996894379985	#C49A00	NA	NA	Czech Republic	#C49A00
6.40908153700972	#C49A00	NA	NA	Germany	#C49A00
2	#00C094	NA	NA	Djibouti	#00C094
3.13841995766062	#C49A00	NA	NA	Denmark	#C49A00
2	#53B400	NA	NA	Dominica	#53B400
3.60996894379985	#53B400	NA	NA	Dominican Republic	#53B400
5.01197609552267	#00C094	NA	NA	Algeria	#00C094
3.9718012070186	#53B400	NA	NA	Ecuador	#53B400
