x	y	clickSelects	group	ymin	ymax	xmin	xmax
0.0519583754877876	0.0545911375057104	1950	2	0.0454545454545455	0.0545911375057104	0.0454545454545452	0.0584622055210301
0.0664113311172138	0.0682960255824578	1951	2	0.0454545454545455	0.0682960255824578	0.0599075010839714	0.0729151611504563
0.08086428674664	0.0637277295568753	1952	2	0.0454545454545455	0.0637277295568753	0.0743604567133976	0.0873681167798825
0.0953172423760662	0.1094106898127	1953	2	0.0454545454545455	0.1094106898127	0.0888134123428238	0.101821072409309
0.109770198005492	0.0820009136592051	1954	2	0.0454545454545455	0.0820009136592051	0.10326636797225	0.116274028038735
0.124223153634919	0.0682960255824578	1955	2	0.0454545454545455	0.0682960255824578	0.117719323601676	0.130726983668161
0.138676109264345	0.0774326176336227	1956	2	0.0454545454545455	0.0774326176336227	0.132172279231102	0.145179939297587
0.153129064893771	0.0865692096847876	1957	2	0.0454545454545455	0.0865692096847876	0.146625234860529	0.159632894927013
0.167582020523197	0.123115577889447	1958	2	0.0454545454545455	0.123115577889447	0.161078190489955	0.17408585055644
0.182034976152623	0.0820009136592051	1959	2	0.0454545454545455	0.0820009136592051	0.175531146119381	0.188538806185866
0.19648793178205	0.141388761991777	1960	2	0.0454545454545455	0.141388761991777	0.189984101748807	0.202991761815292
0.210940887411476	0.0865692096847876	1961	2	0.0454545454545455	0.0865692096847876	0.204437057378233	0.217444717444718
0.225393843040902	0.104842393787117	1962	2	0.0454545454545455	0.104842393787117	0.21889001300766	0.231897673074145
0.239846798670328	0.113978985838282	1963	2	0.0454545454545455	0.113978985838282	0.233342968637086	0.246350628703571
0.254299754299754	0.159661946094107	1964	2	0.0454545454545455	0.159661946094107	0.247795924266512	0.260803584332997
0.268752709929181	0.0774326176336227	1965	2	0.0454545454545455	0.0774326176336227	0.262248879895938	0.275256539962423
0.283205665558607	0.113978985838282	1966	2	0.0454545454545455	0.113978985838282	0.276701835525364	0.289709495591849
0.297658621188033	0.118547281863865	1967	2	0.0454545454545455	0.118547281863865	0.291154791154791	0.304162451221276
0.312111576817459	0.205344906349932	1968	2	0.0454545454545455	0.205344906349932	0.305607746784217	0.318615406850702
0.326564532446886	0.205344906349932	1969	2	0.0454545454545455	0.205344906349932	0.320060702413643	0.333068362480128
0.341017488076312	0.141388761991777	1970	2	0.0454545454545455	0.141388761991777	0.334513658043069	0.347521318109554
0.355470443705738	0.118547281863865	1971	2	0.0454545454545455	0.118547281863865	0.348966613672495	0.36197427373898
0.369923399335164	0.09113750571037	1972	2	0.0454545454545455	0.09113750571037	0.363419569301922	0.376427229368407
0.38437635496459	0.09113750571037	1973	2	0.0454545454545455	0.09113750571037	0.377872524931348	0.390880184997833
0.398829310594017	0.187071722247602	1974	2	0.0454545454545455	0.187071722247602	0.392325480560774	0.405333140627259
0.413282266223443	0.319552306989493	1975	2	0.0454545454545455	0.319552306989493	0.4067784361902	0.419786096256685
0.427735221852869	0.251027866605756	1976	2	0.0454545454545455	0.251027866605756	0.421231391819627	0.434239051886111
0.442188177482295	0.159661946094107	1977	2	0.0454545454545455	0.159661946094107	0.435684347449053	0.448692007515538
